fare,cabin,embarked,home.dest,survived,pclass,name,sex,age,sibsp,parch,ticket
7.8542,,S,,0,3.0,"Jensen, Mr. Hans Peder",male,20.0,0.0,0.0,350050
7.75,,S,"Stockholm, Sweden New York",0,3.0,"Bjorklund, Mr. Ernst Herbert",male,18.0,0.0,0.0,347090
20.525,,S,"Strood, Kent, England Detroit, MI",1,3.0,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1.0,1.0,363291
26.55,C103,S,"Birkdale, England Cleveland, Ohio",1,1.0,"Bonnell, Miss. Elizabeth",female,58.0,0.0,0.0,113783
31.3875,,S,"Sweden  Worcester, MA",0,3.0,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,1.0,5.0,347077
15.5,,Q,,1,3.0,"Murphy, Miss. Nora",female,,0.0,0.0,36568
66.6,C2,S,"Isleworth, England",1,1.0,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1.0,0.0,113776
90.0,C78,Q,"Fond du Lac, WI",1,1.0,"Minahan, Mrs. William Edward (Lillian E Thorpe)",female,37.0,1.0,0.0,19928
26.0,,S,"Skara, Sweden / Rockford, IL",1,2.0,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,20.0,1.0,0.0,236853
30.6958,A7,C,"St James, Long Island, NY",0,1.0,"Smith, Mr. James Clinch",male,56.0,0.0,0.0,17764
31.3875,,S,"Sweden Worcester, MA",0,3.0,"Asplund, Master. Filip Oscar",male,13.0,4.0,2.0,347077
13.0,,S,,0,2.0,"Givard, Mr. Hans Kristensen",male,30.0,0.0,0.0,250646
14.4542,,C,,1,3.0,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1.0,0.0,2659
19.5,,S,"England / Bennington, VT",1,2.0,"Mellinger, Miss. Madeleine Violet",female,13.0,0.0,1.0,250644
14.4,,S,"Stanton, IA",0,3.0,"Danbom, Mr. Ernst Gilbert",male,34.0,1.0,1.0,347080
26.0,,S,"Weston-Super-Mare, Somerset",0,2.0,"Louch, Mr. Charles Alexander",male,50.0,1.0,0.0,SC/AH 3085
14.4542,,C,,0,3.0,"Yasbeck, Mr. Antoni",male,27.0,1.0,0.0,2659
14.4,,S,"Stanton, IA",0,3.0,"Danbom, Master. Gilbert Sigvard Emanuel",male,0.3333,0.0,2.0,347080
7.2292,,C,,0,3.0,"Hanna, Mr. Mansour",male,23.5,0.0,0.0,2693
11.1333,,S,,1,3.0,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,27.0,0.0,2.0,347742
8.1375,,Q,,0,3.0,"Peters, Miss. Katie",female,,0.0,0.0,330935
13.5,,S,"Sault St Marie, ON",0,2.0,"Sjostedt, Mr. Ernst Adolf",male,59.0,0.0,0.0,237442
51.4792,C101,S,"Bayside, Queens, NY",1,1.0,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,2.0,0.0,11769
8.6625,,S,,0,3.0,"Pokrnic, Mr. Tome",male,24.0,0.0,0.0,315092
93.5,B69,S,"Montreal, PQ",0,1.0,"Hays, Mr. Charles Melville",male,55.0,1.0,1.0,12749
7.4958,,S,,1,3.0,"Sjoblom, Miss. Anna Sofia",female,18.0,0.0,0.0,3101265
8.05,,S,,0,3.0,"Somerton, Mr. Francis William",male,30.0,0.0,0.0,A.5. 18509
22.025,,S,,1,3.0,"Kink-Heilmann, Mr. Anton",male,29.0,3.0,1.0,315153
227.525,,C,,1,1.0,"Bidois, Miss. Rosalie",female,42.0,0.0,0.0,PC 17757
59.4,,C,"New York, NY",1,1.0,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1.0,0.0,PC 17603
8.05,,S,,0,3.0,"Davies, Mr. Evan",male,22.0,0.0,0.0,SC/A4 23568
27.75,,S,"Bournmouth, England",1,2.0,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1.0,2.0,C.A. 34651
26.0,F2,S,"Nice, France",0,2.0,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0.0,2.0,230080
41.5792,,C,Paris / Haiti,1,2.0,"Laroche, Miss. Louise",female,1.0,1.0,2.0,SC/Paris 2123
8.05,,S,,0,3.0,"Gilinski, Mr. Eliezer",male,22.0,0.0,0.0,14973
83.475,C83,S,"New York, NY",1,1.0,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1.0,0.0,36973
7.05,,S,,0,3.0,"Ali, Mr. Ahmed",male,24.0,0.0,0.0,SOTON/O.Q. 3101311
13.0,F2,S,"Boston, MA",0,2.0,"Nesson, Mr. Israel",male,26.0,0.0,0.0,244368
46.9,,S,"Wiltshire, England Niagara Falls, NY",0,3.0,"Goodwin, Mr. Charles Edward",male,14.0,5.0,2.0,CA 2144
26.0,,S,"Plymouth, Devon / Detroit, MI",1,2.0,"Quick, Miss. Winifred Vera",female,8.0,1.0,1.0,26360
26.0,,S,"Deer Lodge, MT",1,2.0,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0.0,1.0,230433
7.8292,,Q,,0,3.0,"O'Brien, Mr. Timothy",male,,0.0,0.0,330979
39.6,A16,C,London / Paris,1,1.0,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1.0,0.0,11755
7.2292,,C,,1,3.0,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38.0,0.0,0.0,2688
8.05,,S,,0,3.0,"Shorney, Mr. Charles Joseph",male,,0.0,0.0,374910
7.8542,,S,,1,3.0,"Jonsson, Mr. Carl",male,32.0,0.0,0.0,350417
7.7292,,Q,,0,3.0,"Sadlier, Mr. Matthew",male,,0.0,0.0,367655
13.0,,S,"Helsinki, Finland Ashtabula, Ohio",0,2.0,"Collander, Mr. Erik Gustaf",male,28.0,0.0,0.0,248740
86.5,B77,S,"London, England",1,1.0,"Cherry, Miss. Gladys",female,30.0,0.0,0.0,110152
134.5,E34,C,"Tuxedo Park, NY",1,1.0,"Spedden, Mr. Frederic Oakley",male,45.0,1.0,1.0,16966
0.0,B94,S,,0,1.0,"Harrison, Mr. William",male,40.0,0.0,0.0,112059
13.775,,S,,0,3.0,"Peacock, Master. Alfred Edward",male,0.75,1.0,1.0,SOTON/O.Q. 3101315
7.775,,S,"Brennes, Norway New York",0,3.0,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0.0,0.0,312992
9.5,,S,,0,3.0,"Wittevrongel, Mr. Camille",male,36.0,0.0,0.0,345771
15.75,,S,"Aberdeen / Portland, OR",1,2.0,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0.0,0.0,C.A. 33595
13.0,,S,"Goteborg, Sweden / Rockford, IL",0,2.0,"Enander, Mr. Ingvar",male,21.0,0.0,0.0,236854
7.8,,S,,0,3.0,"Nosworthy, Mr. Richard Cater",male,21.0,0.0,0.0,A/4. 39886
7.225,,C,,0,3.0,"Saad, Mr. Khalil",male,25.0,0.0,0.0,2672
21.0,,S,"Plymouth, England",0,2.0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27.0,1.0,0.0,11668
41.5792,,C,Paris / Haiti,1,2.0,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,1.0,2.0,SC/Paris 2123
31.275,,S,"Sweden Winnipeg, MN",0,3.0,"Andersson, Miss. Ellis Anna Maria",female,2.0,4.0,2.0,347082
7.925,,S,,0,3.0,"Pekoniemi, Mr. Edvard",male,21.0,0.0,0.0,STON/O 2. 3101294
26.55,D34,S,"Westcliff-on-Sea, Essex",0,1.0,"Franklin, Mr. Thomas Parham",male,,0.0,0.0,113778
7.8792,,Q,,0,3.0,"Linehan, Mr. Michael",male,,0.0,0.0,330971
7.8542,,S,"Sweden Chicago, IL",0,3.0,"Andreasson, Mr. Paul Edvin",male,20.0,0.0,0.0,347466
13.0,F33,S,"London / Montreal, PQ",1,2.0,"Brown, Miss. Amelia ""Mildred""",female,24.0,0.0,0.0,248733
21.075,,S,,0,3.0,"Palsson, Miss. Torborg Danira",female,8.0,3.0,1.0,349909
15.5,,Q,,0,3.0,"Lennon, Mr. Denis",male,,1.0,0.0,370371
22.3583,,C,,1,3.0,"Peter, Master. Michael J",male,,1.0,1.0,2668
7.2292,,C,,1,3.0,"Barah, Mr. Hanna Assi",male,20.0,0.0,0.0,2663
26.0,E60,S,London,0,1.0,"Julian, Mr. Henry Forbes",male,50.0,0.0,0.0,113044
8.05,E10,S,,1,3.0,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0.0,0.0,SOTON/O.Q. 392078
9.6875,,Q,"Cambridge, MA",0,2.0,"Myles, Mr. Thomas Francis",male,62.0,0.0,0.0,240276
6.4958,,S,,0,3.0,"Johanson, Mr. Jakob Alfred",male,34.0,0.0,0.0,3101264
7.8792,,Q,,0,3.0,"Mahon, Miss. Bridget Delia",female,,0.0,0.0,330924
17.4,,S,"Tampico, MT",1,3.0,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,1.0,0.0,345572
7.8875,,S,"England Albion, NY",0,3.0,"Alexander, Mr. William",male,26.0,0.0,0.0,3474
13.775,,S,,0,3.0,"Peacock, Miss. Treasteall",female,3.0,1.0,1.0,SOTON/O.Q. 3101315
69.55,,S,,0,3.0,"Sage, Miss. Constance Gladys",female,,8.0,2.0,CA. 2343
7.2292,,C,Syria,0,3.0,"Elias, Mr. Tannous",male,15.0,1.0,1.0,2695
28.5,C124,S,"Surbiton Hill, Surrey",0,1.0,"Partner, Mr. Austen",male,45.5,0.0,0.0,113043
8.05,,S,,1,3.0,"Sunderland, Mr. Victor Francis",male,16.0,0.0,0.0,SOTON/OQ 392089
93.5,B73,S,,1,1.0,"Perreault, Miss. Anne",female,30.0,0.0,0.0,12749
61.3792,,C,"Geneva, Switzerland / Radnor, PA",1,1.0,"Williams, Mr. Richard Norris II",male,21.0,0.0,1.0,PC 17597
7.55,,S,,0,3.0,"MacKay, Mr. George William",male,,0.0,0.0,C.A. 42795
56.4958,,S,"Hong Kong New York, NY",1,3.0,"Chip, Mr. Chang",male,32.0,0.0,0.0,1601
13.0,,S,"Clevedon, England",0,2.0,"Gill, Mr. John William",male,24.0,0.0,0.0,233866
7.4958,,S,,0,3.0,"Coleff, Mr. Satio",male,24.0,0.0,0.0,349209
7.7375,,Q,,0,3.0,"Kilgannon, Mr. Thomas J",male,,0.0,0.0,36865
30.0,D45,S,"Kingston, Surrey",1,1.0,"Hawksford, Mr. Walter James",male,,0.0,0.0,16988
9.5,,S,,0,3.0,"Vanden Steen, Mr. Leo Peter",male,28.0,0.0,0.0,345783
26.55,,S,"New York, NY",1,1.0,"Seward, Mr. Frederic Kimber",male,34.0,0.0,0.0,113794
9.8417,,S,,1,3.0,"Turja, Miss. Anna Sofia",female,18.0,0.0,0.0,4138
7.65,,S,,1,3.0,"Salkjelsvik, Miss. Anna Kristine",female,21.0,0.0,0.0,343120
31.5,,S,"Guernsey / Elizabeth, NJ",0,2.0,"Jefferys, Mr. Ernest Wilfred",male,22.0,2.0,0.0,C.A. 31029
7.2292,F E46,C,,0,3.0,"Mardirosian, Mr. Sarkis",male,,0.0,0.0,2655
22.3583,,C,,1,3.0,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0.0,2.0,2668
29.7,A18,C,"Philadelphia, PA",0,1.0,"Dulles, Mr. William Crothers",male,39.0,0.0,0.0,PC 17580
7.925,,S,"Ruotsinphytaa, Finland New York, NY",0,3.0,"Gustafsson, Mr. Johan Birger",male,28.0,2.0,0.0,3101277
7.7333,,Q,"Co Longford, Ireland New York, NY",1,3.0,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0.0,0.0,35851
79.65,E68,S,"New York, NY",1,1.0,"Taussig, Miss. Ruth",female,18.0,0.0,2.0,110413
6.95,,Q,,0,3.0,"Flynn, Mr. John",male,,0.0,0.0,368323
10.5,,S,"Catford, Kent / Detroit, MI",0,2.0,"Stokes, Mr. Philip Joseph",male,25.0,0.0,0.0,F.C.C. 13540
16.7,G6,S,,1,3.0,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0.0,2.0,PP 9549
24.15,,S,,0,3.0,"Van Impe, Mr. Jean Baptiste",male,36.0,1.0,1.0,345773
7.925,,S,"Ruotsinphytaa, Finland New York, NY",0,3.0,"Gustafsson, Mr. Anders Vilhelm",male,37.0,2.0,0.0,3101276
8.6833,,S,,1,3.0,"Osman, Mrs. Mara",female,31.0,0.0,0.0,349244
71.0,B22,S,"Milwaukee, WI",1,1.0,"Crosby, Miss. Harriet R",female,36.0,0.0,2.0,WE/P 5735
7.75,,Q,,1,3.0,"O'Keefe, Mr. Patrick",male,,0.0,0.0,368402
221.7792,C55 C57,S,"New York, NY",0,1.0,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,63.0,1.0,0.0,PC 17483
8.05,,S,,0,3.0,"Rouse, Mr. Richard Henry",male,50.0,0.0,0.0,A/5 3594
8.6625,,S,,0,3.0,"Kink, Mr. Vincenz",male,26.0,2.0,0.0,315151
71.0,B22,S,"Milwaukee, WI",0,1.0,"Crosby, Capt. Edward Gifford",male,70.0,1.0,1.0,WE/P 5735
20.525,,S,"Strood, Kent, England Detroit, MI",0,3.0,"Goldsmith, Mr. Frank John",male,33.0,1.0,1.0,363291
11.1333,,S,,1,3.0,"Johnson, Master. Harold Theodor",male,4.0,1.0,1.0,347742
18.7875,,C,"Syria Fredericksburg, VA",1,3.0,"Albimona, Mr. Nassef Cassem",male,26.0,0.0,0.0,2699
61.175,E31,S,"Amenia, ND",1,1.0,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",female,47.0,1.0,0.0,W.E.P. 5734
7.75,,Q,,0,3.0,"O'Connor, Mr. Patrick",male,,0.0,0.0,366713
7.775,,S,,0,3.0,"Svensson, Mr. Johan",male,74.0,0.0,0.0,347060
0.0,,S,Belfast,0,2.0,"Parkes, Mr. Francis ""Frank""",male,,0.0,0.0,239853
8.05,,S,London,0,3.0,"Corn, Mr. Harry",male,30.0,0.0,0.0,SOTON/OQ 392090
20.2125,,S,,0,3.0,"Rosblom, Miss. Salli Helena",female,2.0,1.0,1.0,370129
13.0,,S,"Brooklyn, NY",1,2.0,"Garside, Miss. Ethel",female,34.0,0.0,0.0,243880
31.275,,S,"Sweden Winnipeg, MN",0,3.0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,1.0,5.0,347082
35.0,C128,S,"London, England",0,1.0,"Williams-Lambert, Mr. Fletcher Fellows",male,,0.0,0.0,113510
50.4958,B10,C,"Omaha, NE",0,1.0,"Brandeis, Mr. Emil",male,48.0,0.0,0.0,PC 17591
15.5,,Q,,1,3.0,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,,1.0,0.0,370365
30.0,B42,S,"Greenwich, CT",1,1.0,"Graham, Miss. Margaret Edith",female,19.0,0.0,0.0,112053
14.5,,S,,0,3.0,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1.0,0.0,A/5. 3337
13.0,,S,London,0,2.0,"Bowenur, Mr. Solomon",male,42.0,0.0,0.0,211535
221.7792,C55 C57,S,"New York, NY",0,1.0,"Straus, Mr. Isidor",male,67.0,1.0,0.0,PC 17483
8.05,,S,,0,3.0,"Kelly, Mr. James",male,44.0,0.0,0.0,363592
7.75,,Q,,0,3.0,"Mahon, Mr. John",male,,0.0,0.0,AQ/4 3130
10.5,,S,"Hamilton, ON",0,2.0,"Pain, Dr. Alfred",male,23.0,0.0,0.0,244278
24.15,,S,,0,3.0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1.0,1.0,345773
22.525,,S,,0,3.0,"Olsen, Mr. Henry Margido",male,28.0,0.0,0.0,C 4001
7.225,,C,,0,3.0,"Zakarian, Mr. Mapriededer",male,26.5,0.0,0.0,2656
7.2292,,C,,1,3.0,"Mamee, Mr. Hanna",male,,0.0,0.0,2677
27.7208,D43,C,"?Havana, Cuba",0,1.0,"Ovies y Rodriguez, Mr. Servando",male,28.5,0.0,0.0,PC 17562
8.6625,,S,,0,3.0,"Oreskovic, Mr. Luka",male,20.0,0.0,0.0,315094
31.5,,S,"Guernsey / Elizabeth, NJ",0,2.0,"Denbury, Mr. Herbert",male,25.0,0.0,0.0,C.A. 31029
51.8625,D21,S,"Southington / Noank, CT",0,1.0,"Kenyon, Mr. Frederick R",male,41.0,1.0,0.0,17464
26.55,,S,"New York, NY",0,1.0,"Smart, Mr. John Montgomery",male,56.0,0.0,0.0,113792
12.475,,S,"New York, NY",1,3.0,"Emanuel, Miss. Virginia Ethel",female,5.0,0.0,0.0,364516
7.8542,,S,,0,3.0,"Jensen, Mr. Niels Peder",male,48.0,0.0,0.0,350047
8.05,,S,"Bridgwater, Somerset, England",0,3.0,"Ford, Mr. Arthur",male,,0.0,0.0,A/5 1478
7.75,,S,,0,3.0,"Lindblom, Miss. Augusta Charlotta",female,45.0,0.0,0.0,347073
10.5,,S,"Halesworth, England",0,2.0,"Mudd, Mr. Thomas Charles",male,16.0,0.0,0.0,S.O./P.P. 3
26.55,,S,"Roachdale, IN",0,1.0,"Crafton, Mr. John Bertram",male,,0.0,0.0,113791
26.0,C106,S,"Brockton, MA",0,1.0,"Maguire, Mr. John Edward",male,30.0,0.0,0.0,110469
151.55,,S,,1,1.0,"Cleaver, Miss. Alice",female,22.0,0.0,0.0,113781
30.0,,S,London,1,2.0,"Christy, Mrs. (Alice Frances)",female,45.0,0.0,2.0,237789
8.05,,S,"England New York, NY",0,3.0,"Barton, Mr. David John",male,22.0,0.0,0.0,324669
77.9583,D7,S,"Hudson, NY",1,1.0,"Andrews, Miss. Kornelia Theodosia",female,63.0,1.0,0.0,13502
19.2583,,C,"Syria New York, NY",1,3.0,"Baclini, Miss. Helene Barbara",female,0.75,2.0,1.0,2666
15.0458,,C,"New York, NY",0,2.0,"Stanton, Mr. Samuel Ward",male,41.0,0.0,0.0,237734
7.8542,,S,,0,3.0,"Klasen, Mr. Klas Albin",male,18.0,1.0,1.0,350404
7.0542,,S,,0,3.0,"Lundahl, Mr. Johan Svensson",male,51.0,0.0,0.0,347743
7.75,,Q,"Ireland New York, NY",0,3.0,"Fox, Mr. Patrick",male,,0.0,0.0,368573
14.5,,S,,0,3.0,"Risien, Mrs. Samuel (Emma)",female,,0.0,0.0,364498
7.75,,Q,,0,3.0,"Smith, Mr. Thomas",male,,0.0,0.0,384461
26.2875,E25,S,"Philadelphia, PA",1,1.0,"McGough, Mr. James Robert",male,36.0,0.0,0.0,PC 17473
50.0,C39,S,London / Birmingham,0,1.0,"Hipkins, Mr. William Edward",male,55.0,0.0,0.0,680
13.0,,S,"Finland / Washington, DC",1,2.0,"Sinkkonen, Miss. Anna",female,30.0,0.0,0.0,250648
7.55,,S,,0,3.0,"Harknett, Miss. Alice Phoebe",female,,0.0,0.0,W./C. 6609
13.5,,S,Glasgow,0,2.0,"Norman, Mr. Robert Douglas",male,28.0,0.0,0.0,218629
7.8958,,S,,0,3.0,"Todoroff, Mr. Lalio",male,,0.0,0.0,349216
26.25,,S,"Ilford, Essex / Winnipeg, MB",1,2.0,"Hart, Miss. Eva Miriam",female,7.0,0.0,2.0,F.C.C. 13529
56.4958,,S,,1,3.0,"Lam, Mr. Ali",male,,0.0,0.0,1601
13.7917,D,C,"New York, NY",1,2.0,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0.0,0.0,SC/AH Basle 541
7.55,,S,,0,3.0,"Warren, Mr. Charles William",male,,0.0,0.0,C.A. 49867
8.05,,S,,0,3.0,"Rush, Mr. Alfred George John",male,16.0,0.0,0.0,A/4. 20589
7.7875,,Q,,1,3.0,"McDermott, Miss. Brigdet Delia",female,,0.0,0.0,330932
13.0,,S,"Southsea, Hants",0,2.0,"Butler, Mr. Reginald Fenton",male,25.0,0.0,0.0,234686
15.9,,S,"England Brooklyn, NY",1,3.0,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1.0,1.0,C.A. 37671
10.5,,S,"Gunnislake, England / Butte, MT",0,2.0,"Pengelly, Mr. Frederick William",male,19.0,0.0,0.0,28665
108.9,C65,C,"Madrid, Spain",1,1.0,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1.0,0.0,PC 17758
8.6625,,S,,0,3.0,"Calic, Mr. Jovo",male,17.0,0.0,0.0,315093
26.0,,S,"Worcester, England",1,2.0,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0.0,0.0,250655
46.9,,S,"Wiltshire, England Niagara Falls, NY",0,3.0,"Goodwin, Miss. Lillian Amy",female,16.0,5.0,2.0,CA 2144
23.0,,S,"Cornwall / Akron, OH",1,2.0,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",female,29.0,0.0,2.0,29103
7.8958,,S,"Bulgaria Chicago, IL",0,3.0,"Angheloff, Mr. Minko",male,26.0,0.0,0.0,349202
7.225,,C,,0,3.0,"Elias, Mr. Dibo",male,,0.0,0.0,2674
7.8958,,S,,0,3.0,"Plotcharsky, Mr. Vasil",male,,0.0,0.0,349227
13.5,,S,"Yoevil, England / Cottage Grove, OR",1,2.0,"Wright, Miss. Marion",female,26.0,0.0,0.0,220844
8.05,,S,,0,3.0,"Morley, Mr. William",male,34.0,0.0,0.0,364506
8.6625,,S,,0,3.0,"Kink, Miss. Maria",female,22.0,2.0,0.0,315152
79.65,E67,S,"New York, NY",0,1.0,"Taussig, Mr. Emil",male,52.0,1.0,1.0,110413
37.0042,,C,"Paris / Montreal, PQ",1,2.0,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24.0,1.0,1.0,S.C./PARIS 2079
7.7417,,Q,"New York, NY",0,3.0,"Gallagher, Mr. Martin",male,25.0,0.0,0.0,36864
7.775,,S,,1,3.0,"Moss, Mr. Albert Johan",male,,0.0,0.0,312991
15.0333,,C,Paris,0,2.0,"Pulbaum, Mr. Franz",male,27.0,0.0,0.0,SC/PARIS 2168
30.5,C106,S,"Manchester, England",1,1.0,"Saalfeld, Mr. Adolphe",male,,0.0,0.0,19988
31.275,,S,"Sweden Winnipeg, MN",0,3.0,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4.0,2.0,347082
7.75,,Q,,0,3.0,"Morrow, Mr. Thomas Rowan",male,,0.0,0.0,372622
7.7375,,Q,,1,3.0,"Mannion, Miss. Margareth",female,,0.0,0.0,36866
27.9,,S,,0,3.0,"Skoog, Miss. Mabel",female,9.0,3.0,2.0,347088
30.0708,,C,"New York, NY",1,2.0,"Nasser, Mrs. Nicholas (Adele Achem)",female,14.0,1.0,0.0,237736
15.5,,Q,,0,3.0,"O'Brien, Mr. Thomas",male,,1.0,0.0,370365
23.0,,S,"Cornwall / Akron, OH",1,2.0,"Hocking, Miss. Ellen ""Nellie""",female,20.0,2.0,1.0,29105
20.25,,S,"East Providence, RI",1,3.0,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1.0,1.0,C.A. 2673
15.85,,S,,0,3.0,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1.0,0.0,STON/O2. 3101279
13.4167,,C,,1,3.0,"Karun, Miss. Manca",female,4.0,0.0,1.0,349256
53.1,C123,S,"Scituate, MA",1,1.0,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",female,35.0,1.0,0.0,113803
20.25,,S,"East Providence, RI",0,3.0,"Abbott, Mr. Rossmore Edward",male,16.0,1.0,1.0,C.A. 2673
15.85,,S,"Ruotsinphytaa, Finland New York, NY",0,3.0,"Backstrom, Mr. Karl Alfred",male,32.0,1.0,0.0,3101278
49.5,B39,C,"Zurich, Switzerland",1,1.0,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0.0,2.0,13568
8.05,,S,England,0,3.0,"Beavan, Mr. William Thomas",male,19.0,0.0,0.0,323951
26.0,,S,"New York, NY",1,1.0,"Salomon, Mr. Abraham L",male,,0.0,0.0,111163
69.55,,S,,0,3.0,"Sage, Miss. Ada",female,,8.0,2.0,CA. 2343
46.9,,S,"Wiltshire, England Niagara Falls, NY",0,3.0,"Goodwin, Mr. Charles Frederick",male,40.0,1.0,6.0,CA 2144
15.85,,S,,1,3.0,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1.0,0.0,STON/O2. 3101279
35.5,T,S,"Trenton, NJ",0,1.0,"Blackwell, Mr. Stephen Weart",male,45.0,0.0,0.0,113784
7.75,,Q,,1,3.0,"Healy, Miss. Hanora ""Nora""",female,,0.0,0.0,370375
24.15,,S,"West Bromwich, England Pontiac, MI",0,3.0,"Davies, Mr. Alfred J",male,24.0,2.0,0.0,A/4 48871
9.5875,,S,,1,3.0,"Turkula, Mrs. (Hedwig)",female,63.0,0.0,0.0,4134
15.75,,S,"Aberdeen / Portland, OR",1,2.0,"Watt, Miss. Bertha J",female,12.0,0.0,0.0,C.A. 33595
7.8542,,S,"Krakoryd, Sweden Bloomington, IL",0,3.0,"Augustsson, Mr. Albert",male,23.0,0.0,0.0,347468
26.0,,S,"Liverpool / Montreal, PQ",0,2.0,"Fynney, Mr. Joseph J",male,35.0,0.0,0.0,239865
26.0,,S,"England / San Francisco, CA",1,2.0,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1.0,0.0,2003
8.05,,S,,0,3.0,"Guest, Mr. Robert",male,,0.0,0.0,376563
20.575,,S,"Devon, England Wichita, KS",0,3.0,"Dean, Mr. Bertram Frank",male,26.0,1.0,2.0,C.A. 2315
71.2833,C85,C,"New York, NY",1,1.0,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",female,38.0,1.0,0.0,PC 17599
14.4542,,C,,0,3.0,"Zabour, Miss. Hileni",female,14.5,1.0,0.0,2665
13.0,,S,"Kontiolahti, Finland / Detroit, MI",0,2.0,"Hiltunen, Miss. Marta",female,18.0,1.0,1.0,250650
11.5,,S,"Penzance, Cornwall / Akron, OH",0,2.0,"Cotterill, Mr. Henry ""Harry""",male,21.0,0.0,0.0,29107
7.8958,,S,,0,3.0,"Radeff, Mr. Alexander",male,,0.0,0.0,349223
30.0,C148,C,"New York, NY",1,1.0,"Behr, Mr. Karl Howell",male,26.0,0.0,0.0,111369
31.3875,,S,"Sweden Worcester, MA",1,3.0,"Asplund, Master. Edvin Rojj Felix",male,3.0,4.0,2.0,347077
26.0,,S,"Moscow / Bronx, NY",0,2.0,"Kantor, Mr. Sinai",male,34.0,1.0,0.0,244367
29.0,,S,"Bangkok, Thailand / Roseville, IL",1,2.0,"Caldwell, Master. Alden Gates",male,0.8333,0.0,2.0,248738
7.25,,S,,0,3.0,"Wiseman, Mr. Phillippe",male,,0.0,0.0,A/4. 34244
7.2292,,C,,0,3.0,"Novel, Mr. Mansouer",male,28.5,0.0,0.0,2697
52.5542,D35,S,"New York, NY",1,1.0,"Beckwith, Mr. Richard Leonard",male,37.0,1.0,1.0,11751
6.8583,,Q,,0,3.0,"Hart, Mr. Henry",male,,0.0,0.0,394140
164.8667,,S,"Youngstown, OH",0,1.0,"Wick, Mr. George Dennick",male,57.0,1.0,1.0,36928
8.05,,S,,1,3.0,"Howard, Miss. May Elizabeth",female,,0.0,0.0,A. 2. 39186
7.8958,,C,,0,3.0,"Markoff, Mr. Marin",male,35.0,0.0,0.0,349213
7.75,,Q,"Aughnacliff, Co Longford, Ireland New York, NY",0,3.0,"Farrell, Mr. James",male,40.5,0.0,0.0,367232
0.0,,S,,1,3.0,"Tornquist, Mr. William Henry",male,25.0,0.0,0.0,LINE
39.0,,S,"Cape Town, South Africa / Seattle, WA",1,2.0,"Brown, Miss. Edith Eileen",female,15.0,0.0,2.0,29750
